,Company,TypeName,Inches,Ram(GB),OpSys,Weight(Kg),Price_euros,MemorySSD(GB),MemoryHDD(GB),MemoryFlash(GB),MemoryHybrid(GB),CPU_Company,CPU_Version,CPU_Speed(GHz),GPU_Company,GPU_Version,ScreenResolution_Type,ScreenResolution_Width,ScreenResolution_High
440,Lenovo,Notebook,17.3,8,Windows 10,2.8,519.0,0.0,1024.0,0.0,0.0,AMD,A6-Series 9220,2.5,AMD,Radeon R4,Unknown,1600,900
441,Dell,Notebook,15.6,4,Windows 10,2.2,749.0,256.0,0.0,0.0,0.0,Intel,Core i5 8250U,1.6,AMD,Radeon 530,Full HD,1920,1080
442,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1429.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
443,Lenovo,Notebook,15.6,4,Windows 10,2.2,349.0,128.0,0.0,0.0,0.0,Intel,Pentium Quad Core N4200,1.1,Intel,HD Graphics 505,Full HD,1920,1080
444,HP,Gaming,15.6,8,Windows 10,2.2,1099.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,IPS Panel Full HD,1920,1080
445,Dell,Notebook,14.0,8,Windows 10,1.64,1179.0,256.0,0.0,0.0,0.0,Intel,Core i5 7440HQ,2.8,Nvidia,GeForce 930MX,Full HD,1920,1080
446,Acer,Notebook,15.6,4,Linux,2.4,441.8,0.0,500.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
447,Dell,Workstation,15.6,8,Windows 10,2.23,1993.0,0.0,1024.0,64.0,0.0,Intel,Xeon E3-1505M V6,3.0,Nvidia,Quadro M620,Full HD,1920,1080
448,MSI,Gaming,15.6,8,Windows 10,2.2,1027.74,256.0,0.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,Full HD,1920,1080
449,Microsoft,Ultrabook,13.5,16,Windows 10 S,1.25,2589.0,512.0,0.0,0.0,0.0,Intel,Core i7 7660U,2.5,Intel,Iris Plus Graphics 640,Touchscreen,2256,1504
450,HP,Notebook,15.6,8,Windows 10,1.91,589.0,128.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
451,Dell,Workstation,15.6,16,Windows 10,2.17,1975.0,256.0,0.0,0.0,0.0,Intel,Core i7 6820HQ,2.7,Nvidia,Quadro M620,IPS Panel Full HD,1920,1080
452,HP,Workstation,15.6,8,Windows 10,2.31,1534.0,512.0,0.0,0.0,0.0,Intel,Core i7 7820HQ,2.9,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
453,Lenovo,Notebook,14.0,8,Windows 10,1.65,1345.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
454,Dell,Notebook,15.6,8,Windows 10,2.36,979.0,128.0,1024.0,0.0,0.0,Intel,Core i7 8550U,1.8,AMD,Radeon 530,Full HD,1920,1080
455,Dell,2 in 1 Convertible,11.6,4,Windows 10,1.47,479.0,0.0,500.0,0.0,0.0,Intel,Pentium Quad Core N3710,1.6,Intel,HD Graphics 405,Touchscreen,1366,768
456,Dell,Notebook,17.3,8,Windows 10,4.42,2046.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.7,Nvidia,GeForce GTX 1060,IPS Panel Full HD,1920,1080
457,Microsoft,Ultrabook,13.5,4,Windows 10 S,1.252,989.0,128.0,0.0,0.0,0.0,Intel,Core M m3-7Y30,2.2,Intel,HD Graphics 615,Touchscreen,2256,1504
458,Microsoft,Ultrabook,13.5,8,Windows 10 S,1.25,1799.0,256.0,0.0,0.0,0.0,Intel,Core i7 7660U,2.5,Intel,Iris Plus Graphics 640,Touchscreen,2256,1504
459,HP,Notebook,17.3,8,Windows 10,2.5,639.9,256.0,0.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1600,900
460,Acer,Notebook,15.6,4,Windows 10,2.23,544.0,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,Nvidia,GeForce 940MX,Full HD,1920,1080
461,Acer,Netbook,11.6,4,Windows 10,1.4,435.0,128.0,0.0,0.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics 400,Unknown,1366,768
462,Asus,Notebook,15.6,8,Windows 10,2.37,749.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
463,Lenovo,Notebook,14.0,8,No OS,1.5,799.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,AMD,Radeon R7 M460,IPS Panel Full HD,1920,1080
464,Lenovo,Notebook,15.6,8,Windows 10,2.67,2090.0,256.0,0.0,0.0,0.0,Intel,Core i7 7820HQ,2.9,Nvidia,Quadro M2200M,Full HD,1920,1080
465,Asus,Notebook,15.6,4,Windows 10,2.0,304.0,0.0,500.0,0.0,0.0,Intel,Pentium Quad Core N4200,1.1,Intel,HD Graphics 500,Unknown,1366,768
466,Acer,Notebook,15.6,4,Windows 10,2.2,469.0,0.0,500.0,0.0,0.0,Intel,Core i3 6006U,2.0,Nvidia,GeForce GTX 940MX,Unknown,1366,768
467,Dell,Notebook,15.6,8,Windows 10,2.02,759.0,0.0,2048.0,0.0,0.0,Intel,Core i5 8250U,1.6,AMD,Radeon 530,Full HD,1920,1080
468,HP,Gaming,17.3,12,Windows 10,3.78,1699.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,IPS Panel Full HD,1920,1080
469,Lenovo,Ultrabook,14.0,12,Windows 10,1.4,1858.0,256.0,0.0,0.0,0.0,Intel,Core i7 6600U,2.6,Intel,HD Graphics 520,IPS Panel Quad HD+,2560,1440
470,HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,1999.0,512.0,0.0,0.0,0.0,Intel,Core i7 8550U,1.8,Intel,UHD Graphics 620,IPS Panel 4K Ultra HD / Touchscreen,3840,2160
471,HP,Notebook,15.6,8,Windows 10,1.9,1154.0,0.0,500.0,0.0,0.0,Intel,Core i5 7200U,2.5,AMD,FirePro W4190M ,Full HD,1920,1080
472,Google,Ultrabook,12.3,8,Chrome OS,1.1,1275.0,128.0,0.0,0.0,0.0,Intel,Core i5 7Y57,1.2,Intel,HD Graphics 615,Touchscreen,2400,1600
473,Dell,Ultrabook,13.3,8,Windows 10,1.42,1841.85,256.0,0.0,0.0,0.0,Intel,Core i5 8250U,1.6,Intel,UHD Graphics 620,Full HD / Touchscreen,1920,1080
474,Asus,Notebook,15.6,12,Windows 10,2.06,1299.0,128.0,1024.0,0.0,0.0,Intel,Core i7 6700HQ,2.6,Intel,HD Graphics 530,IPS Panel 4K Ultra HD,3840,2160
475,Dell,Notebook,14.0,8,Windows 10,1.79,740.0,128.0,0.0,0.0,0.0,Intel,Core i3 6100U,2.3,Intel,HD Graphics 520,Unknown,1366,768
476,Dell,Workstation,15.6,8,Windows 10,1.78,2408.0,256.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,Quadro M1200,Full HD,1920,1080
477,Lenovo,Notebook,14.0,8,Windows 10,1.7,1364.0,180.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
478,Dell,Notebook,15.6,8,Windows 10,2.2,675.0,0.0,1024.0,0.0,0.0,Intel,Core i5 8250U,1.6,AMD,Radeon 520,Full HD,1920,1080
479,Toshiba,Notebook,13.3,8,Windows 10,1.05,1672.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
480,Dell,Notebook,15.6,8,Windows 10,2.16,1262.0,512.0,0.0,0.0,0.0,Intel,Core i7 8550U,1.8,Nvidia,GeForce 940MX,IPS Panel Full HD,1920,1080
481,Dell,Notebook,15.6,4,Windows 10,2.18,586.6,0.0,1024.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,Unknown,1366,768
482,HP,Notebook,13.3,4,Windows 10,1.49,726.0,128.0,0.0,0.0,0.0,Intel,Core i5 8250U,1.6,Intel,UHD Graphics 620,IPS Panel Full HD,1920,1080
483,Chuwi,Notebook,15.6,4,Windows 10,1.89,248.9,0.0,0.0,64.0,0.0,Intel,Atom x5-Z8350,1.44,Intel,HD Graphics,Full HD,1920,1080
484,Lenovo,Notebook,15.6,4,Windows 10,2.3,565.0,128.0,0.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1366,768
485,Lenovo,Notebook,14.0,8,Windows 10,1.75,1049.0,256.0,0.0,0.0,0.0,Intel,Core i5 8250U,1.6,Intel,UHD Graphics 620,IPS Panel Full HD,1920,1080
486,Dell,Workstation,15.6,16,Windows 10,2.17,2338.0,512.0,0.0,0.0,0.0,Intel,Core i7 6820HQ,2.7,Nvidia,Quadro M620,IPS Panel Full HD,1920,1080
487,Dell,Notebook,15.6,16,Windows 10,2.06,1899.0,512.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,Full HD,1920,1080
488,Lenovo,Ultrabook,12.5,16,Windows 10,1.36,1798.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
489,Asus,Ultrabook,12.5,16,Windows 10,0.91,1950.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
490,Lenovo,Notebook,15.6,8,Windows 10,2.3,1011.99,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Nvidia,GeForce 940MX,IPS Panel Full HD,1920,1080
491,Toshiba,Ultrabook,13.3,32,Windows 10,1.05,2799.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD / Touchscreen,1920,1080
492,Asus,Gaming,15.6,8,Windows 10,1.99,1350.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,Full HD,1920,1080
493,Acer,Notebook,15.6,8,Windows 10,2.2,579.0,0.0,1024.0,0.0,0.0,AMD,A10-Series 9620P,2.5,AMD,Radeon RX 540,Unknown,1366,768
494,Asus,Gaming,17.3,24,Windows 10,4.33,1269.0,256.0,1024.0,0.0,0.0,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 965M,IPS Panel Full HD / Touchscreen,1920,1080
495,Lenovo,Ultrabook,12.5,8,Windows 10,1.3,1099.0,180.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,IPS Panel,1366,768
496,Lenovo,Notebook,15.6,8,Windows 10,2.17,898.9,256.0,0.0,0.0,0.0,Intel,Core i7 8550U,1.8,Intel,UHD Graphics 620,Full HD,1920,1080
497,HP,Notebook,14.0,8,Windows 10,1.48,1749.0,1024.0,0.0,0.0,0.0,Intel,Core i7 7600U,2.8,Intel,HD Graphics 620,Full HD,1920,1080
498,Lenovo,Notebook,13.3,8,Windows 10,1.4,949.0,256.0,0.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
499,Lenovo,Notebook,15.6,8,Windows 10,2.3,911.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
500,Asus,Netbook,11.6,4,Windows 10 S,1.2,340.0,0.0,0.0,64.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Unknown,1366,768
501,HP,Notebook,15.6,8,Windows 10,1.91,618.99,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,AMD,Radeon 520,Unknown,1366,768
502,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,1599.0,256.0,0.0,0.0,0.0,Intel,Core i5 8250U,1.6,Intel,UHD Graphics 620,IPS Panel Full HD / Touchscreen,1920,1080
503,Lenovo,Notebook,14.0,4,Windows 10,2.1,299.0,0.0,500.0,0.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Unknown,1366,768
504,Lenovo,Netbook,11.6,4,Chrome OS,1.25,265.0,16.0,0.0,0.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics 400,Unknown,1366,768
505,Lenovo,Notebook,13.3,8,Windows 10,1.44,949.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
506,Asus,Notebook,15.6,8,Windows 10,2.0,1224.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
507,Acer,Notebook,15.6,4,Windows 10,2.2,613.0,0.0,1024.0,0.0,0.0,Intel,Core i5 8250U,1.6,Nvidia,GeForce MX150,IPS Panel Full HD,1920,1080
508,HP,Ultrabook,13.3,8,Windows 10,1.34,1323.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
509,Lenovo,Gaming,15.6,8,No OS,2.4,1149.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,IPS Panel Full HD,1920,1080
510,Dell,Ultrabook,13.3,8,Windows 10,1.29,899.0,128.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD / Touchscreen,1920,1080
511,Acer,Notebook,15.6,4,Windows 10,2.2,639.0,0.0,500.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce 940MX,Full HD,1920,1080
512,Dell,Notebook,15.6,8,Windows 10,2.18,836.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
513,Dell,Notebook,15.6,16,Windows 10,2.2,1219.24,256.0,2048.0,0.0,0.0,Intel,Core i7 8550U,1.8,AMD,Radeon 530,Full HD,1920,1080
514,Xiaomi,Notebook,15.6,16,No OS,1.95,1399.95,256.0,0.0,0.0,0.0,Intel,Core i7 8550U,1.8,Nvidia,GeForce MX150,IPS Panel Full HD,1920,1080
515,Asus,Netbook,11.6,2,Windows 10,1.1,245.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Unknown,1366,768
516,HP,Notebook,15.6,4,Windows 10,2.04,521.47,0.0,1024.0,0.0,0.0,Intel,Core i5 8250U,1.6,Intel,UHD Graphics 620,Touchscreen,1366,768
517,Asus,Gaming,15.6,24,Windows 10,2.24,2968.0,512.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX1080,Full HD,1920,1080
518,HP,Notebook,15.6,8,Windows 10,2.04,889.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Nvidia,GeForce 930MX,Full HD,1920,1080
519,Asus,Gaming,17.3,16,Windows 10,3.0,1504.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX1050 Ti,Full HD,1920,1080
520,Lenovo,Gaming,15.6,8,Windows 10,3.2,1399.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,IPS Panel Full HD,1920,1080
521,HP,Ultrabook,13.3,8,Windows 10,1.32,1399.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
522,Dell,Notebook,14.0,8,Windows 10,1.64,1279.73,256.0,0.0,0.0,0.0,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,Full HD,1920,1080
523,HP,Notebook,15.6,4,Windows 10,1.63,689.0,128.0,0.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1366,768
524,Dell,Notebook,17.3,8,Linux,2.8,889.0,128.0,1024.0,0.0,0.0,Intel,Core i5 8250U,1.6,AMD,Radeon 530,IPS Panel Full HD,1920,1080
525,Lenovo,Notebook,14.0,8,Windows 7,2.02,1340.0,256.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD,1920,1080
526,Lenovo,Notebook,15.6,4,Windows 10,2.2,799.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce 920MX,Full HD,1920,1080
527,Lenovo,Notebook,15.6,8,No OS,2.2,459.0,0.0,2048.0,0.0,0.0,Intel,Core i3 6006U,2.0,Nvidia,GeForce 920MX ,Unknown,1366,768
528,Dell,Notebook,15.6,4,Windows 10,2.3,585.0,0.0,500.0,0.0,0.0,Intel,Core i5 7200U,2.5,AMD,Radeon R5 M430,Full HD,1920,1080
529,Dell,Notebook,15.6,8,Windows 10,1.9,1377.0,256.0,0.0,0.0,0.0,Intel,Core i5 7440HQ,2.8,Intel,HD Graphics 620,Full HD,1920,1080
530,Dell,Gaming,17.3,16,Windows 10,4.42,3012.77,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,IPS Panel Full HD,1920,1080
531,Toshiba,Notebook,15.6,8,Windows 10,2.0,860.0,0.0,500.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
532,Asus,Notebook,15.6,8,Windows 10,2.0,1299.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce GTX 960M,IPS Panel 4K Ultra HD,3840,2160
533,Mediacom,Notebook,13.3,4,Windows 10,1.2,369.0,32.0,0.0,0.0,0.0,Intel,Celeron Quad Core N3450,1.1,Intel,HD Graphics 500,IPS Panel Full HD,1920,1080
534,Asus,Gaming,15.6,8,Windows 10,2.3,1649.0,128.0,1024.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1060,IPS Panel Full HD,1920,1080
535,Dell,Notebook,15.6,8,Windows 10,1.93,1369.0,256.0,0.0,0.0,0.0,Intel,Core i7 7600U,2.8,Nvidia,GeForce 930MX,Full HD,1920,1080
536,Dell,Notebook,15.6,8,Windows 10,2.2,797.41,256.0,0.0,0.0,0.0,Intel,Core i5 8250U,1.6,AMD,Radeon 530,Full HD,1920,1080
537,HP,Notebook,15.6,4,Windows 10,1.86,398.99,256.0,0.0,0.0,0.0,Intel,Pentium Quad Core N3710,1.6,Intel,HD Graphics 405,Full HD,1920,1080
538,HP,Gaming,17.3,12,Windows 10,2.62,1799.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,Full HD,1920,1080
539,Lenovo,Notebook,14.0,8,Windows 10,1.87,859.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce 940MX,IPS Panel Full HD,1920,1080
540,Dell,Ultrabook,13.3,8,Windows 10,1.2,1399.0,256.0,0.0,0.0,0.0,Intel,Core i7 8550U,1.8,Intel,UHD Graphics 620,Quad HD+ / Touchscreen,3200,1800
541,Dell,Notebook,14.0,4,Windows 10,1.6,735.87,128.0,0.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Full HD,1920,1080
542,HP,Ultrabook,13.3,8,Windows 10,1.34,1145.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Quad HD+,3200,1800
543,Acer,Gaming,15.6,8,Linux,2.4,798.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,Full HD,1920,1080
544,Asus,Notebook,15.6,4,Windows 10,2.0,349.0,0.0,500.0,0.0,0.0,AMD,E-Series 7110,1.8,AMD,Radeon R2 Graphics,Unknown,1366,768
545,HP,Notebook,15.6,4,Windows 10,2.1,705.5,128.0,0.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,Full HD,1920,1080
546,Lenovo,Notebook,14.0,4,Windows 10,1.87,785.0,0.0,500.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
547,Lenovo,Notebook,15.6,4,No OS,2.15,462.35,0.0,1024.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD,1920,1080
548,HP,Notebook,15.6,4,Windows 10,1.86,397.0,0.0,500.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Full HD,1920,1080
549,Lenovo,Notebook,15.6,8,Windows 10,1.99,1729.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
550,Lenovo,Notebook,15.6,4,Windows 10,2.2,499.0,128.0,0.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Full HD,1920,1080
551,Dell,Notebook,15.6,8,Windows 10,1.9,1116.99,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
552,Dell,Gaming,17.3,16,Windows 10,4.42,2699.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,IPS Panel Full HD,1920,1080
553,HP,Notebook,17.3,8,Windows 10,2.65,544.15,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1600,900
554,HP,Notebook,17.3,8,Windows 10,2.63,1280.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce 930MX,Full HD,1920,1080
555,Asus,Notebook,15.6,4,Linux,2.0,224.0,0.0,500.0,0.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Unknown,1366,768
556,Mediacom,Notebook,13.3,4,Windows 10,1.35,255.0,0.0,0.0,32.0,0.0,Intel,Atom x5-Z8350,1.44,Intel,HD Graphics,IPS Panel Full HD,1920,1080
557,Lenovo,Notebook,17.3,6,Windows 10,2.8,949.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce 940MX,Unknown,1600,900
558,HP,Notebook,15.6,6,Windows 10,1.91,568.9,128.0,0.0,0.0,0.0,AMD,A10-Series A10-9620P,2.5,AMD,Radeon 530,IPS Panel Full HD,1920,1080
559,Dell,Notebook,15.6,4,Windows 10,2.18,617.9,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,AMD,Radeon R5 M420,Unknown,1366,768
560,Acer,2 in 1 Convertible,11.6,4,Windows 10,1.25,349.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3350,2.0,Intel,HD Graphics 500,IPS Panel Full HD / Touchscreen,1920,1080
561,Lenovo,Notebook,15.6,4,Windows 10,2.05,630.0,128.0,0.0,0.0,0.0,Intel,Core i3 7130U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
562,HP,Ultrabook,13.3,16,Windows 10,1.16,1965.0,512.0,0.0,0.0,0.0,Intel,Core M 6Y75,1.2,Intel,HD Graphics 515,IPS Panel Quad HD+ / Touchscreen,3200,1800
563,Lenovo,Notebook,17.3,8,Windows 10,3.4,2999.0,256.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,Quadro M620M,IPS Panel Full HD,1920,1080
564,Asus,Notebook,15.6,8,Windows 10,2.5,839.0,128.0,1024.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,Full HD,1920,1080
565,Dell,Ultrabook,13.3,8,Windows 10,1.21,1599.0,128.0,0.0,0.0,0.0,Intel,Core i5 8250U,1.6,Intel,UHD Graphics 620,IPS Panel 4K Ultra HD / Touchscreen,3840,2160
566,Dell,Notebook,15.6,4,Windows 10,1.93,959.0,0.0,500.0,0.0,0.0,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,Unknown,1366,768
567,Fujitsu,Notebook,15.6,8,Windows 10,2.2,739.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
568,Lenovo,Notebook,15.6,4,Windows 10,2.2,344.0,0.0,500.0,0.0,0.0,Intel,Pentium Quad Core N4200,1.1,Intel,HD Graphics 505,Full HD,1920,1080
569,Lenovo,Notebook,14.0,4,Windows 10,2.02,990.0,0.0,500.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
570,HP,Workstation,17.3,8,Windows 10,3.14,1860.99,0.0,500.0,0.0,0.0,Intel,Core i5 7440HQ,2.8,Nvidia,Quadro M1200,Unknown,1600,900
571,HP,Notebook,14.0,8,Windows 10,1.94,389.0,0.0,2048.0,0.0,0.0,Intel,Pentium Quad Core N3710,1.6,Intel,HD Graphics 405,Unknown,1366,768
572,HP,Notebook,15.6,6,Windows 10,1.95,649.0,256.0,0.0,0.0,0.0,AMD,A9-Series A9-9420,3.0,AMD,Radeon 530,IPS Panel Full HD,1920,1080
573,Lenovo,Notebook,15.6,8,Windows 10,2.3,830.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
574,Lenovo,Notebook,15.6,4,Windows 10,2.05,685.0,0.0,500.0,0.0,0.0,Intel,Core i5 8250U,1.6,Intel,HD Graphics 620,Full HD,1920,1080
575,Mediacom,Notebook,14.0,4,Windows 10,1.4,249.0,32.0,0.0,0.0,0.0,Intel,Atom x5-Z8350,1.44,Intel,HD Graphics,Full HD,1920,1080
576,Toshiba,Ultrabook,14.0,16,Windows 10,1.24,1865.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD / Touchscreen,1920,1080
577,Lenovo,Gaming,17.3,32,Windows 10,4.6,2663.0,256.0,1024.0,0.0,0.0,Intel,Core i7 6820HK,2.7,Nvidia,GeForce GTX 1070,IPS Panel Full HD,1920,1080
578,MSI,Gaming,17.3,16,Windows 10,4.14,2729.0,512.0,1024.0,0.0,0.0,Intel,Core i7 7820HK,2.9,Nvidia,GeForce GTX 1070,Full HD,1920,1080
579,Dell,Notebook,15.6,8,Linux,2.2,749.01,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,AMD,Radeon R5 M430,Full HD,1920,1080
580,Mediacom,Notebook,14.0,4,Windows 10,1.45,389.0,32.0,0.0,0.0,0.0,Intel,Celeron Quad Core N3450,1.1,Intel,HD Graphics 500,IPS Panel Full HD,1920,1080
581,Dell,Notebook,15.6,8,Windows 10,1.9,1008.52,0.0,500.0,0.0,0.0,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,Unknown,1366,768
582,HP,Notebook,13.3,4,Windows 10,1.49,719.0,128.0,0.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,Full HD,1920,1080
583,Dell,Notebook,15.6,16,Windows 10,1.93,1537.39,256.0,0.0,0.0,0.0,Intel,Core i7 7600U,2.8,Nvidia,GeForce 930MX,Full HD,1920,1080
584,Dell,Netbook,11.6,4,Chrome OS,1.26,295.0,0.0,0.0,16.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics 400,Unknown,1366,768
585,MSI,Gaming,17.3,16,Windows 10,4.5,2349.0,128.0,1024.0,0.0,0.0,Intel,Core i7 6820HK,2.7,Nvidia,GeForce GTX 980M,Full HD,1920,1080
586,HP,Gaming,17.3,16,Windows 10,3.78,1498.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,IPS Panel Full HD,1920,1080
